1481827988,102,[7,5],3
1481832201,103,[9,4],1
1481832567,104,[6,8],4
1481835445,105,[2,1],3
1481835603,106,[1,2],4
1481837470,107,[2,6],1
1481840593,108,[5,2],1
1481845091,109,[8,1],3
1481847543,110,[4,8],2
1481848166,111,[8,1],2
1481851146,112,[1,7],4
1481853077,113,[6,5],3
1481853800,114,[1,7],3
1481856553,115,[3,5],2
1481858775,116,[5,6],2
1481860958,117,[7,7],2
1481864704,118,[8,9],4
1481865153,119,[7,1],1
1481867155,120,[9,6],1
1481867580,121,[8,5],1
1481871678,122,[9,6],1
1481874394,123,[6,1],1
1481877938,124,[8,4],1
1481880886,125,[9,5],4
1481883023,126,[8,3],3
1481887001,127,[6,8],3
1481891237,128,[8,4],2
1481895582,129,[5,5],1
1481899478,130,[1,8],3
1481901933,131,[8,5],4
1481903168,132,[6,9],3
1481907644,133,[7,1],3
1481908447,134,[4,9],3
1481912590,135,[2,6],3
1481912944,136,[9,6],3
1481915613,137,[9,8],4
1481918742,138,[5,1],4
1481919465,139,[3,8],1
1481920503,140,[4,1],1
1481922373,141,[6,3],3
1481923957,142,[5,9],3
1481924305,143,[3,2],1
1481928722,144,[7,1],1
1481931712,145,[7,9],3
1481931734,146,[9,5],2
1481933063,147,[9,6],2
1481936530,148,[2,8],1
1481938038,149,[8,7],2
1481941672,150,[5,9],1
1481944892,151,[5,2],2
1481945824,152,[5,3],2
1481948585,153,[3,5],2
1481952915,154,[8,4],2
1481953617,155,[4,4],1
1481957994,156,[4,1],1
1481961143,157,[5,8],3
1481962868,158,[1,9],4
1481964518,159,[8,1],1
1481968865,160,[5,3],4
1481970897,161,[8,7],2
1481972026,162,[6,2],3
1481972148,163,[9,7],1
1481972342,164,[9,9],4
1481975610,165,[1,8],3
1481976448,166,[1,8],4
1481977849,167,[4,7],4
1481981767,168,[4,8],4
1481983721,169,[4,6],1
1481985602,170,[7,1],1
1481986133,171,[8,7],1
1481989044,172,[1,2],4
1481991903,173,[5,2],3
1481992344,174,[5,1],2
1481994660,175,[6,3],1
1481998459,176,[8,5],4
1482001114,177,[4,2],3
1482001984,178,[4,2],1
1482002210,179,[2,2],4
1482006669,180,[8,7],1
1482006708,181,[3,8],2
1482009808,182,[6,6],1
1482011545,183,[5,7],2
1482011939,184,[6,5],1
1482013143,185,[3,4],2
1482013351,186,[6,9],3
1482015877,187,[6,1],4
1482016110,188,[4,2],2
1482017519,189,[9,7],2
1482019857,190,[6,7],2
1482022288,191,[4,6],3
1482023905,192,[2,9],1
1482025795,193,[7,1],4
1482026838,194,[3,2],3
1482027188,195,[4,3],2
1482030570,196,[6,3],1
1482032706,197,[3,5],4
1482033782,198,[4,1],1
1482037536,199,[2,6],4
1482039653,200,[9,2],2
1482041290,201,[9,6],4
1482045528,202,[3,7],3
1482049449,203,[5,6],3
1482050373,204,[6,3],2
1482053549,205,[4,3],4
1482057521,206,[8,4],4
1482059981,207,[4,4],3
1482060804,208,[6,4],1
1482061116,209,[6,8],2
1482064805,210,[6,6],1
1482067223,211,[6,9],4
1482069228,212,[8,3],3
1482073403,213,[8,6],4
1482076697,214,[7,1],1
1482081075,215,[9,5],1
1482083210,216,[2,6],4
1482085428,217,[9,1],1
1482087918,218,[1,1],3
1482092029,219,[8,4],1
1482096223,220,[2,6],2
1482097632,221,[6,4],3
1482101884,222,[2,5],1
1482103129,223,[7,1],3
1482105913,224,[4,6],4
1482109274,225,[6,8],1
1482109830,226,[5,8],1
1482111574,227,[5,9],3
1482111675,228,[4,5],4
1482111950,229,[4,8],1
1482114386,230,[2,6],1
1482114568,231,[8,2],4
1482118690,232,[9,1],2
1482123172,233,[5,7],3
1482123604,234,[9,7],2
1482124938,235,[2,8],2
1482125623,236,[4,3],4
1482128271,237,[4,5],2
1482131424,238,[7,9],3
1482133049,239,[7,7],1
1482135533,240,[8,4],1
1482135994,241,[7,4],4
1482137752,242,[2,7],1
1482142079,243,[3,1],2
1482143979,244,[1,3],2
1482145491,245,[6,9],4
1482148102,246,[6,8],4
1482151515,247,[3,7],4
1482155781,248,[5,3],1
1482155877,249,[2,6],1
1482156205,250,[1,9],4
1482157542,251,[6,7],4
1482159158,252,[4,1],4
1482161786,253,[6,9],4
1482163189,254,[3,5],4
1482165319,255,[6,6],4
1482168953,256,[6,8],3
1482169603,257,[6,2],1
1482171903,258,[4,5],1
1482172376,259,[8,3],2
1482175360,260,[7,2],2
1482179318,261,[2,5],2
1482180555,262,[2,6],2
1482182972,263,[3,8],2
1482185015,264,[7,1],4
1482187355,265,[5,6],1
1482191237,266,[2,4],4
1482194089,267,[6,1],4
1482194953,268,[5,1],3
1482195586,269,[4,8],1
1482199606,270,[6,5],3
1482199810,271,[8,4],2
1482200378,272,[8,9],2
1482204576,273,[9,5],3
1482206947,274,[5,4],4
1482210507,275,[6,1],1
1482212096,276,[2,4],1
1482215945,277,[2,9],4
1482218614,278,[9,2],1
1482221348,279,[8,9],4
1482224776,280,[2,7],3
1482225537,281,[8,2],4
1482229819,282,[1,9],4
1482230475,283,[2,4],4
1482232306,284,[2,1],4
1482236322,285,[6,5],4
1482237078,286,[5,6],3
1482240308,287,[2,6],3
1482240665,288,[6,5],3
1482241131,289,[8,4],4
1482241234,290,[6,8],1
1482244709,291,[6,4],1
1482249191,292,[7,1],4
1482250245,293,[7,3],2
1482253673,294,[2,1],1
1482256771,295,[6,7],2
1482260162,296,[3,7],4
1482260829,297,[3,4],2
1482262981,298,[4,2],3
1482264902,299,[4,5],1
1482266651,300,[4,7],4
1482267925,301,[9,5],3
1482272041,302,[5,7],2
1482276241,303,[8,3],1
1482280252,304,[2,9],4
1482282045,305,[1,5],1
1482283409,306,[5,2],4
1482286333,307,[1,4],4
1482286885,308,[2,5],1
1482287595,309,[3,2],4
1482289659,310,[2,2],2
1482292468,311,[9,8],1
1482296698,312,[1,5],4
1482300167,313,[1,2],3
1482301796,314,[5,7],3
1482302748,315,[4,5],2
1482303630,316,[1,4],1
1482305111,317,[5,1],3
1482305128,318,[7,7],4
1482305316,319,[1,6],2
1482307274,320,[5,5],1
1482310603,321,[7,6],1
1482313015,322,[1,6],2
1482315717,323,[6,4],3
1482320036,324,[5,9],4
1482323400,325,[4,6],2
1482325173,326,[9,8],2
1482327515,327,[8,1],2
1482328892,328,[4,5],2
1482331683,329,[7,8],2
1482333757,330,[5,5],3
1482336074,331,[1,5],3
1482338578,332,[5,5],1
1482340690,333,[3,9],2
1482340948,334,[7,5],1
1482345293,335,[2,6],4
1482347249,336,[8,1],1
1482349749,337,[3,2],4
1482352529,338,[5,7],4
1482356988,339,[3,9],3
1482360245,340,[2,3],3
1482363077,341,[9,6],2
1482364136,342,[3,6],2
1482367965,343,[6,7],2
1482371948,344,[8,8],2
1482374543,345,[8,6],3
1482376125,346,[8,3],1
1482379301,347,[4,2],3
1482381689,348,[1,2],4
1482382560,349,[3,3],2
1482384281,350,[8,6],2
1482386743,351,[2,7],2
1482390615,352,[7,7],2
1482393933,353,[7,7],2
1482398078,354,[9,8],2
1482399476,355,[7,2],3
1482402257,356,[1,1],3
1482402384,357,[7,4],4
1482402862,358,[5,8],2
1482406976,359,[3,4],4
1482410718,360,[1,6],3
1482414461,361,[1,4],3
1482417195,362,[1,6],2
1482418714,363,[7,6],2
1482422689,364,[3,5],4
1482424120,365,[8,5],4
1482424673,366,[4,3],2
1482424885,367,[5,5],4
1482425632,368,[1,8],1
1482429694,369,[7,9],1
1482430308,370,[2,6],3
1482433697,371,[3,7],3
1482437063,372,[6,2],2
1482440919,373,[8,4],4
1482442097,374,[3,4],4
1482444493,375,[9,8],4
1482447642,376,[9,6],2
1482451808,377,[7,6],1
1482452325,378,[5,4],1
1482454969,379,[1,1],2
1482458798,380,[9,5],2
1482460086,381,[5,2],3
1482464395,382,[2,4],2
1482468372,383,[2,2],4
1482470221,384,[5,5],2
1482474307,385,[8,7],2
1482477644,386,[7,9],1
1482478183,387,[8,2],3
1482481736,388,[8,7],3
1482483525,389,[4,5],1
1482486666,390,[7,1],1
1482487764,391,[9,2],3
1482491029,392,[9,9],4
1482493748,393,[6,8],3
1482496838,394,[9,8],2
1482497297,395,[5,2],2
1482498806,396,[8,7],4
1482502412,397,[4,4],3
1482506335,398,[6,7],3
1482508765,399,[2,6],1
1482510431,400,[3,4],3
1482512026,401,[8,5],3
1482512596,402,[1,8],2
1482516452,403,[9,9],2
1482516755,404,[4,9],2
1482517122,405,[1,9],4
1482518390,406,[7,7],3
1482522776,407,[8,5],1
1482526481,408,[6,8],1
1482530548,409,[6,8],4
1482534143,410,[3,7],2
1482537727,411,[1,5],1
1482540029,412,[8,9],2
1482542050,413,[5,8],1
1482543517,414,[8,7],2
1482547259,415,[1,8],3
1482549931,416,[5,2],3
1482552984,417,[3,5],1
1482557423,418,[1,8],2
1482558178,419,[3,7],2
1482561967,420,[3,5],1
1482564204,421,[4,5],2
1482567193,422,[3,9],1
1482568716,423,[9,8],2
1482569121,424,[1,8],2
1482572619,425,[7,2],4
1482576579,426,[7,2],1
1482578435,427,[9,2],1
1482580537,428,[5,6],3
1482581615,429,[8,1],3
1482584273,430,[5,3],2
1482584441,431,[4,2],3
1482586827,432,[9,5],2
1482590819,433,[6,3],1
1482592159,434,[1,4],1
1482594109,435,[8,9],3
1482595892,436,[6,8],4
1482599349,437,[7,7],2
1482601736,438,[1,5],4
1482603283,439,[3,1],1
1482606768,440,[3,2],4
1482608814,441,[9,8],4
1482610920,442,[7,7],3
1482613204,443,[9,8],3
1482614332,444,[8,5],1
1482618714,445,[7,7],3
1482622915,446,[8,4],2
1482626684,447,[1,2],4
1482627879,448,[1,1],4
1482628209,449,[6,8],1
1482629638,450,[8,7],3
1482633940,451,[8,3],1
1482634247,452,[8,2],1
1482634466,453,[8,4],1
1482638182,454,[5,4],1
1482641671,455,[7,8],1
1482645851,456,[2,8],1
1482646999,457,[1,5],3
1482650874,458,[3,2],3
1482652334,459,[6,7],2
1482655407,460,[4,1],4
1482656100,461,[5,1],1
1482656389,462,[5,8],4
1482660671,463,[6,7],3
1482663241,464,[1,8],2
1482663842,465,[1,6],3
1482665441,466,[6,7],4
1482668668,467,[4,9],4
1482671326,468,[9,9],1
1482673017,469,[8,4],1
1482673313,470,[7,6],2
1482673316,471,[3,7],3
1482674861,472,[3,3],2
1482677177,473,[7,6],1
1482678850,474,[3,4],2
1482682858,475,[3,3],1
1482686410,476,[4,4],3
1482688728,477,[8,5],3
1482692611,478,[9,4],2
1482697003,479,[4,2],3
1482699971,480,[2,6],4
1482702893,481,[9,4],2
1482703512,482,[8,2],3
1482704884,483,[3,2],1
1482705041,484,[4,9],1
1482707595,485,[3,8],2
1482708852,486,[8,2],1
1482709710,487,[5,7],4
1482709909,488,[1,8],3
1482713044,489,[4,3],1
1482715263,490,[5,5],3
1482717410,491,[4,7],3
1482721782,492,[5,3],2
1482723214,493,[5,5],4
1482723628,494,[3,5],2
1482724275,495,[3,1],4
1482724280,496,[2,3],2
1482725397,497,[6,5],3
1482729010,498,[2,8],2
1482729651,499,[1,1],2
1482731457,500,[1,7],1
1482732193,501,[8,6],3
1482735607,502,[3,3],2
1482738163,503,[5,9],1
1482740809,504,[3,1],3
1482743521,505,[3,3],3
1482744336,506,[4,9],4
1482748447,507,[2,9],3
1482752210,508,[5,9],4
1482755897,509,[1,9],4
1482758226,510,[6,5],2
1482759815,511,[5,3],1
1482764151,512,[6,6],2
1482767980,513,[4,3],3
1482770350,514,[2,9],1
1482772646,515,[5,3],3
1482773588,516,[1,9],4
1482774052,517,[1,9],2
1482774648,518,[6,6],3
1482775052,519,[5,9],2
1482779074,520,[5,1],4
1482779912,521,[5,2],4
1482781793,522,[1,9],2
1482782417,523,[7,1],3
1482783373,524,[9,9],4
1482785925,525,[8,2],1
1482789305,526,[5,2],4
1482792025,527,[8,8],3
1482793533,528,[6,6],3
1482794709,529,[4,5],4
1482796082,530,[8,2],3
1482797568,531,[2,7],1
1482798441,532,[6,4],4
1482802754,533,[6,6],4
1482804183,534,[9,6],3
1482808125,535,[5,4],3
1482811232,536,[7,1],2
1482811677,537,[2,8],2
1482814426,538,[5,9],1
1482818121,539,[4,1],4
1482818331,540,[3,5],2
1482819316,541,[1,1],2
1482820549,542,[2,7],4
1482823613,543,[3,4],3
1482827980,544,[8,6],4
1482828040,545,[1,5],1
1482832247,546,[3,2],2
1482833715,547,[5,9],4
1482834685,548,[1,1],4
1482839177,549,[8,9],4
1482842698,550,[3,4],2
1482845881,551,[8,5],4
1482848221,552,[6,9],4
1482850978,553,[6,9],4
1482854678,554,[9,4],3
1482856109,555,[6,6],3
1482857361,556,[2,2],3
1482861790,557,[6,7],3
1482866276,558,[4,3],3
1482868742,559,[2,3],4
1482870024,560,[1,1],3
1482871235,561,[6,7],1
1482871546,562,[7,2],3
1482875716,563,[8,1],3
1482878746,564,[3,9],1
1482880904,565,[3,5],1
1482882098,566,[5,7],3
1482886508,567,[9,9],1
1482887073,568,[1,3],2
1482889868,569,[6,2],1
1482892774,570,[8,7],1
1482895360,571,[9,4],4
1482897133,572,[6,1],2
1482901564,573,[8,4],3
1482902076,574,[1,1],4
1482903663,575,[6,4],1
1482904898,576,[5,4],1
1482908627,577,[6,8],3
1482910744,578,[5,2],2
1482912272,579,[6,3],3
1482913742,580,[8,4],1
1482914604,581,[6,8],4
1482916182,582,[3,1],2
1482917455,583,[2,5],3
1482921453,584,[2,6],2
1482924393,585,[9,5],4
1482927859,586,[7,8],1
1482928664,587,[7,9],2
1482930108,588,[2,9],1
1482930141,589,[4,7],3
1482933043,590,[8,9],4
1482937485,591,[6,8],4
1482941250,592,[7,6],2
1482941968,593,[4,2],2
1482943528,594,[8,8],1
1482947183,595,[9,7],4
1482947901,596,[1,1],2
1482949077,597,[7,2],1
1482952718,598,[6,4],4
1482956480,599,[8,2],2
1482960791,600,[6,1],2
1482964474,601,[1,8],4
1482968483,602,[1,1],3
1482969917,603,[2,4],1
1482973016,604,[2,1],3
1482974724,605,[4,4],3
1482977794,606,[7,1],4
1482979744,607,[7,5],3
1482980177,608,[5,8],2
1482981231,609,[6,9],3
1482984491,610,[2,6],3
1482986347,611,[6,4],3
1482990594,612,[6,6],4
1482992202,613,[8,3],1
1482993827,614,[2,9],4
1482996065,615,[2,9],2
1482996561,616,[9,5],2
1483000121,617,[6,5],2
1483001610,618,[6,7],1
1483001730,619,[7,9],4
1483005784,620,[5,4],2
1483009845,621,[1,9],4
1483012435,622,[5,1],2
1483013535,623,[1,6],1
1483017211,624,[2,7],4
1483019428,625,[9,5],4
1483021125,626,[8,1],4
1483022267,627,[8,5],3
1483023831,628,[2,1],4
1483025568,629,[5,9],3
1483028712,630,[2,2],2
1483033071,631,[5,7],4
1483036831,632,[3,2],2
1483038164,633,[9,8],4
1483041751,634,[4,6],2
1483044265,635,[9,8],4
1483046902,636,[6,9],2
1483048456,637,[1,2],2
1483048929,638,[9,7],4
1483052119,639,[8,9],3
1483052816,640,[4,1],4
1483053811,641,[5,5],1
1483055435,642,[1,5],2
1483056228,643,[6,8],1
1483059226,644,[1,1],1
1483061874,645,[4,5],4
1483066287,646,[4,9],1
1483067397,647,[8,1],4
1483068381,648,[1,6],1
1483069649,649,[7,2],4
1483070319,650,[4,7],4
1483070757,651,[1,4],4
1483072227,652,[9,5],1
1483073358,653,[7,1],3
1483077604,654,[2,1],1
1483081403,655,[7,4],4
1483082976,656,[6,5],3
1483085704,657,[7,4],1
1483089842,658,[4,8],2
1483093093,659,[5,2],1
1483093922,660,[3,4],2
1483095642,661,[7,2],4
1483097279,662,[7,1],2
1483100498,663,[4,4],1
1483100548,664,[8,8],3
1483104066,665,[8,6],4
1483105616,666,[2,9],3
1483107653,667,[9,1],4
1483111956,668,[9,3],1
1483116353,669,[8,4],4
1483116584,670,[2,4],1
1483116894,671,[1,9],3
1483118358,672,[5,2],2
1483122819,673,[4,4],1
1483127203,674,[8,9],2
1483130082,675,[5,9],3
1483130920,676,[1,1],4
1483132278,677,[7,5],1
1483135568,678,[4,5],3
1483135643,679,[7,3],4
1483139335,680,[1,5],3
1483140994,681,[5,9],2
1483143383,682,[8,7],2
1483144901,683,[6,3],3
1483148263,684,[6,2],1
1483150838,685,[1,7],3
1483152995,686,[4,6],3
1483153405,687,[1,2],2
1483156608,688,[8,3],3
1483157098,689,[3,1],3
1483157171,690,[4,8],2
1483160334,691,[7,3],3
1483160712,692,[4,3],1
1483162427,693,[4,5],3
1483162796,694,[6,1],2
1483166227,695,[3,4],3
1483167520,696,[5,5],2
1483171962,697,[7,2],3
1483172181,698,[2,4],2
1483175797,699,[7,5],4
1483177174,700,[8,8],3
1483181234,701,[9,2],4
1483182521,702,[3,9],4
1483184381,703,[4,4],2
1483185010,704,[1,4],4
1483189142,705,[1,6],1
1483190031,706,[7,2],1
1483191966,707,[2,2],2
1483193638,708,[3,1],2
1483197321,709,[7,2],3
1483200312,710,[5,1],4
1483204316,711,[9,9],3
1483206080,712,[6,3],2
1483207712,713,[3,9],1
1483212205,714,[6,4],2
1483215610,715,[9,9],2
1483219484,716,[9,3],2
1483223449,717,[7,8],3
1483224256,718,[1,4],3
1483227240,719,[5,9],2
1483230775,720,[9,9],4
1483232126,721,[9,2],2
1483233982,722,[3,7],3
1483235611,723,[9,2],4
1483239480,724,[2,5],1
1483242547,725,[6,1],3
1483245008,726,[6,7],4
1483247615,727,[3,3],3
1483250120,728,[5,3],3
1483253678,729,[8,6],1
1483255692,730,[6,9],3
1483257613,731,[3,5],4
1483257668,732,[3,4],3
1483262002,733,[8,6],4
1483263341,734,[5,4],3
1483265633,735,[2,7],4
1483268311,736,[5,9],2
1483272744,737,[9,2],2
1483275590,738,[6,6],1
1483275805,739,[2,6],1
1483276544,740,[6,7],2
1483278610,741,[4,1],3
1483282396,742,[2,8],4
1483286765,743,[2,2],3
1483288615,744,[4,9],4
1483290005,745,[2,3],4
1483292449,746,[4,8],2
1483293230,747,[6,1],2
1483293376,748,[5,5],3
1483293923,749,[1,6],1
1483295577,750,[9,5],3
1483296128,751,[7,2],4
1483299354,752,[3,1],3
1483301034,753,[2,6],4
1483304962,754,[7,9],3
1483305565,755,[7,3],1
1483306148,756,[8,8],2
1483309235,757,[1,9],2
1483310504,758,[4,3],3
1483310951,759,[5,7],2
1483311584,760,[6,8],2
1483314303,761,[7,1],3
1483316779,762,[7,9],3
1483321127,763,[6,9],3
1483325064,764,[3,9],4
1483328359,765,[5,4],2
1483329624,766,[6,1],2
1483333242,767,[4,9],1
1483333571,768,[8,7],3
1483337280,769,[7,7],4
1483340907,770,[7,8],2
1483341227,771,[6,8],3
1483341995,772,[3,3],3
1483345390,773,[4,7],3
1483348262,774,[2,1],3
1483351457,775,[2,8],4
1483352453,776,[7,1],3
1483354113,777,[3,6],1
1483354473,778,[4,9],2
1483357531,779,[8,7],3
1483359169,780,[2,2],4
1483360441,781,[8,6],3
1483364548,782,[7,7],2
1483367308,783,[3,8],2
1483370774,784,[5,5],1
1483374108,785,[5,6],3
1483378113,786,[8,9],4
1483380213,787,[3,3],1
1483380965,788,[2,5],1
1483384458,789,[3,7],3
1483387678,790,[5,7],3
1483390197,791,[2,6],1
1483393664,792,[6,9],2
1483394391,793,[9,8],1
1483397834,794,[3,1],2
1483398395,795,[8,5],3
1483400936,796,[3,8],4
1483402978,797,[6,3],4
1483406306,798,[2,3],4
1483407381,799,[3,2],3
1483407944,800,[6,4],1
1483409235,801,[3,5],2
1483412281,802,[4,5],3
1483415097,803,[8,4],1
1483417121,804,[8,8],2
1483421201,805,[5,7],4
1483421719,806,[2,4],1
1483423876,807,[4,9],3
1483427249,808,[4,8],4
1483427733,809,[1,3],2
1483431990,810,[9,9],2
1483434931,811,[9,8],4
1483435433,812,[1,7],2
1483437094,813,[8,2],1
1483441479,814,[7,5],2
1483441946,815,[5,5],4
1483446385,816,[4,2],4
1483447941,817,[8,9],1
1483452016,818,[5,6],4
1483454403,819,[7,7],3
1483455595,820,[1,9],4
1483455699,821,[1,2],2
1483456875,822,[8,2],2
1483461188,823,[2,6],2
1483462684,824,[5,7],4
1483463599,825,[3,5],4
1483466548,826,[3,5],2
1483470313,827,[5,7],1
1483472993,828,[9,2],3
1483473804,829,[9,4],2
1483475957,830,[5,4],3
1483476975,831,[8,4],3
1483477009,832,[1,2],1
1483480945,833,[2,8],3
1483481986,834,[3,5],2
1483485235,835,[8,9],1
1483489695,836,[3,6],3
1483491440,837,[6,4],2
1483495566,838,[6,6],1
1483499847,839,[7,4],4
1483504231,840,[2,6],3
1483506093,841,[9,5],4
1483509387,842,[1,1],3
1483511980,843,[7,4],1
1483512302,844,[8,7],4
1483515288,845,[9,2],4
1483518185,846,[1,1],2
1483522144,847,[1,2],1
1483522464,848,[2,9],3
1483525096,849,[1,8],3
1483526120,850,[8,1],2
1483526566,851,[2,2],1
1483530413,852,[9,4],1
1483532202,853,[8,9],2
1483533145,854,[3,1],4
1483535152,855,[9,6],2
1483536543,856,[5,1],2
1483538265,857,[8,4],4
1483542644,858,[4,4],3
1483546063,859,[8,4],3
1483549138,860,[6,5],1
1483549225,861,[7,2],3
1483553091,862,[6,2],3
1483554429,863,[6,2],2
1483557935,864,[5,3],3
1483560443,865,[4,4],1
1483563470,866,[3,1],2
1483566088,867,[9,6],4
1483570476,868,[5,4],3
1483574248,869,[3,3],4
1483576215,870,[2,7],3
1483576904,871,[4,3],1
1483580349,872,[9,7],4
1483584384,873,[3,6],4
1483586991,874,[6,2],3
1483590136,875,[2,5],1
1483591701,876,[3,4],2
1483592955,877,[7,8],4
1483597092,878,[5,3],1
1483599359,879,[4,8],2
1483600996,880,[5,3],3
1483604317,881,[6,7],4
1483604813,882,[5,2],1
1483608339,883,[6,4],1
1483609180,884,[9,1],3
1483611712,885,[2,2],4
1483613114,886,[3,8],1
1483614439,887,[9,6],4
1483617675,888,[1,9],4
1483622048,889,[8,2],4
1483622197,890,[4,7],4
1483626035,891,[1,6],1
1483628164,892,[4,6],1
1483632542,893,[5,1],3
1483633771,894,[3,1],1
1483635711,895,[8,2],1
1483638118,896,[9,9],2
1483639088,897,[7,4],2
1483642422,898,[2,1],1
1483643087,899,[6,4],2
1483646835,900,[6,7],2
1483650688,901,[3,2],4
1483651876,902,[6,1],1
1483656211,903,[9,8],4
1483658140,904,[6,3],4
1483660695,905,[4,5],3
1483664881,906,[5,8],2
1483665956,907,[8,5],3
1483667090,908,[5,6],2
1483667603,909,[3,1],2
1483667907,910,[5,7],3
1483669096,911,[8,6],1
1483672958,912,[7,3],2
1483675955,913,[3,1],2
1483676920,914,[9,9],2
1483680406,915,[1,1],3
1483682274,916,[4,1],3
1483683161,917,[7,7],4
1483684165,918,[7,9],2
1483686823,919,[5,6],1
1483690653,920,[8,5],2
1483692752,921,[1,2],4
1483694347,922,[8,1],3
1483694983,923,[1,3],4
1483697787,924,[5,7],1
1483698879,925,[7,7],2
1483703311,926,[8,7],1
1483703690,927,[7,9],3
1483706655,928,[6,5],1
1483706737,929,[5,7],1
1483708271,930,[2,2],4
1483712425,931,[5,5],1
1483714743,932,[4,5],1
1483718619,933,[9,8],4
1483723017,934,[3,9],3
1483725139,935,[1,7],2
1483726990,936,[3,6],3
1483731300,937,[1,1],4
1483731899,938,[6,8],1
1483734141,939,[3,3],3
1483737941,940,[9,8],4
1483742438,941,[8,1],1
1483745553,942,[2,3],1
1483747113,943,[9,1],2
1483748481,944,[1,2],2
1483749835,945,[2,9],1
1483753830,946,[5,6],3
1483757394,947,[4,6],2
1483759977,948,[5,3],2
1483760354,949,[6,1],3
1483761114,950,[5,9],4
1483761160,951,[7,7],1
1483763069,952,[1,1],3
1483764221,953,[3,7],3
1483765851,954,[9,4],4
1483767681,955,[7,6],2
1483768711,956,[3,1],2
1483769287,957,[9,3],1
1483770828,958,[1,7],4
1483774941,959,[9,1],1
1483777035,960,[9,4],2
1483778660,961,[3,2],1
1483782207,962,[2,3],4
1483783629,963,[2,4],1
1483785835,964,[6,1],2
1483787509,965,[7,1],2
1483787514,966,[6,3],1
1483788048,967,[2,5],1
1483788362,968,[8,5],1
1483791048,969,[7,9],3
1483793470,970,[6,2],4
1483794299,971,[2,9],3
1483796023,972,[4,1],1
1483799040,973,[4,2],2
1483801828,974,[3,9],3
1483805238,975,[2,5],4
1483809226,976,[1,3],1
1483813654,977,[3,6],3
1483813972,978,[1,7],4
1483816201,979,[9,6],2
1483820566,980,[7,3],2
1483824990,981,[8,2],1
1483827215,982,[5,6],4
1483827591,983,[4,8],1
1483830786,984,[9,5],1
1483834203,985,[3,2],2
1483834519,986,[1,8],2
1483836572,987,[5,9],4
1483840317,988,[7,9],4
1483844709,989,[9,6],1
1483844926,990,[4,4],4
1483848180,991,[7,5],3
1483849308,992,[7,8],4
1483849684,993,[7,5],2
1483852055,994,[5,8],4
1483854738,995,[5,5],1
1483855554,996,[7,9],4
1483855815,997,[3,1],2
1483858989,998,[3,3],2
1483860753,999,[4,1],1
1483863723,1000,[3,2],3
