1483793053,42.0,7,6
1483793949,1.0,1,1
1483798255,30.0,5,6
1483798576,14.0,2,7
1483801824,10.0,5,2
1483804828,9.0,3,3
1483805435,3.0,3,1
1483805764,54.0,9,6
1483807897,12.0,6,2
1483810252,14.0,7,2
1483812037,25.0,5,5
1483812470,15.0,5,3
1483816668,12.0,6,2
1483816746,16.0,2,8
1483819135,10.0,2,5
1483821277,18.0,2,9
1483822224,32.0,4,8
1483826429,12.0,2,6
1483826457,24.0,6,4
1483829207,10.0,2,5
1483832199,25.0,5,5
1483836235,3.0,1,3
1483839267,24.0,4,6
1483841888,2.0,2,1
1483846302,12.0,3,4
1483849141,12.0,2,6
1483853015,30.0,6,5
1483857000,24.0,3,8
1483860445,32.0,4,8
1483862635,12.0,3,4
1483864951,16.0,4,4
1483865461,24.0,3,8
1483867630,4.0,1,4
1483869349,63.0,7,9
1483869616,45.0,9,5
1483872050,24.0,8,3
1483873817,24.0,3,8
1483875731,12.0,4,3
1483876859,24.0,3,8
1483879363,56.0,8,7
1483880883,6.0,6,1
1483881562,2.0,1,2
1483883345,35.0,5,7
1483884036,10.0,2,5
1483886568,9.0,9,1
1483887195,27.0,3,9
1483887627,8.0,4,2
1483888402,3.0,3,1
1483891273,32.0,4,8
1483892603,2.0,2,1
1483895495,1.0,1,1
1483896202,45.0,5,9
1483896450,18.0,9,2
1483898375,16.0,2,8
1483901386,16.0,8,2
1483905772,63.0,9,7
1483906152,40.0,5,8
1483910480,3.0,1,3
1483914043,32.0,8,4
1483916526,10.0,5,2
1483917962,12.0,3,4
1483921263,32.0,8,4
1483923204,15.0,3,5
1483924098,35.0,5,7
1483925362,4.0,4,1
1483926844,14.0,2,7
1483929395,28.0,7,4
1483929991,24.0,6,4
1483930720,63.0,7,9
1483933298,36.0,9,4
1483936970,54.0,6,9
1483937695,6.0,2,3
1483940415,18.0,9,2
1483941926,9.0,3,3
1483944188,28.0,7,4
1483947747,32.0,8,4
1483950295,72.0,8,9
1483950560,54.0,6,9
1483954394,12.0,3,4
1483958797,7.0,7,1
1483959670,7.0,7,1
1483962383,35.0,5,7
1483965318,72.0,9,8
1483967498,63.0,7,9
1483968158,4.0,4,1
1483971462,56.0,8,7
1483973806,16.0,4,4
1483977687,24.0,6,4
1483981142,2.0,2,1
1483981474,16.0,8,2
1483984924,5.0,5,1
1483987444,8.0,4,2
1483991367,4.0,1,4
1483992666,42.0,6,7
1483994500,24.0,4,6
1483995779,56.0,8,7
1483997240,27.0,3,9
1484000525,7.0,7,1
1484000724,3.0,3,1
1484000849,30.0,5,6
1484001266,12.0,4,3
1484002421,8.0,4,2
1484006492,18.0,6,3
1484006712,64.0,8,8
1484007982,54.0,9,6
1484011093,32.0,8,4
1484013629,36.0,6,6
1484017390,40.0,5,8
1484020810,7.0,7,1
1484020815,49.0,7,7
1484022211,45.0,5,9
1484023105,24.0,8,3
1484026388,16.0,4,4
1484029176,56.0,8,7
1484032821,24.0,8,3
1484035591,30.0,5,6
1484040037,21.0,7,3
1484041292,32.0,8,4
1484042027,12.0,4,3
1484043045,12.0,2,6
1484046110,16.0,2,8
1484050454,8.0,4,2
1484051586,20.0,4,5
1484053239,14.0,7,2
1484056955,18.0,2,9
1484058200,72.0,9,8
1484059473,16.0,4,4
1484062693,12.0,3,4
1484065416,81.0,9,9
1484066434,30.0,6,5
1484068319,45.0,5,9
1484069577,2.0,2,1
1484073267,10.0,5,2
1484077491,7.0,1,7
1484078848,6.0,3,2
1484081989,54.0,9,6
1484083103,32.0,8,4
1484084478,21.0,7,3
1484088801,9.0,3,3
1484091405,3.0,3,1
1484095335,8.0,1,8
1484098787,24.0,8,3
1484100300,8.0,8,1
1484101730,18.0,3,6
1484102394,63.0,9,7
1484105773,24.0,6,4
1484108690,20.0,4,5
1484109382,9.0,9,1
1484112109,2.0,1,2
1484112715,14.0,2,7
1484114039,12.0,6,2
1484118257,18.0,9,2
1484120442,32.0,8,4
1484124689,6.0,1,6
1484129115,5.0,5,1
1484130104,24.0,6,4
1484134361,15.0,3,5
1484135433,27.0,9,3
1484139299,36.0,9,4
1484142906,30.0,5,6
1484145320,49.0,7,7
1484145565,35.0,5,7
1484149506,24.0,3,8
1484152793,16.0,2,8
1484156930,2.0,1,2
1484159917,9.0,9,1
1484161430,15.0,5,3
1484164400,21.0,3,7
1484168100,36.0,9,4
1484170862,56.0,8,7
1484174504,5.0,5,1
1484178116,4.0,1,4
1484181865,10.0,5,2
1484183848,15.0,5,3
1484187854,40.0,5,8
1484188211,27.0,9,3
1484192314,56.0,8,7
1484193708,24.0,6,4
1484195788,24.0,6,4
1484200236,56.0,7,8
1484204395,12.0,2,6
1484208751,30.0,5,6
1484211225,3.0,1,3
1484213116,8.0,8,1
1484213724,12.0,6,2
1484217443,35.0,7,5
1484217897,4.0,1,4
1484219603,6.0,6,1
1484222684,2.0,2,1
1484223260,16.0,2,8
1484225142,36.0,9,4
1484228566,21.0,7,3
1484230047,16.0,2,8
1484230303,12.0,3,4
1484231990,18.0,6,3
1484235787,40.0,5,8
1484238293,54.0,9,6
1484240632,36.0,9,4
1484241112,15.0,3,5
1484243583,20.0,5,4
1484245943,12.0,3,4
1484246671,4.0,2,2
1484250634,21.0,3,7
1484251878,14.0,7,2
1484255172,64.0,8,8
1484256362,2.0,2,1
1484256403,4.0,4,1
1484257984,36.0,4,9
1484262297,40.0,5,8
1484265317,28.0,7,4
1484269705,5.0,5,1
1484271691,48.0,6,8
1484273119,12.0,2,6
1484274260,9.0,9,1
1484278432,7.0,7,1
1484280677,36.0,4,9
1484283372,24.0,8,3
1484285086,25.0,5,5
1484288733,4.0,4,1
1484291052,9.0,9,1
1484294389,4.0,1,4
1484296206,32.0,8,4
1484297721,63.0,7,9
1484301829,16.0,8,2
1484305542,40.0,8,5
1484307186,63.0,9,7
1484307719,21.0,7,3
1484310913,48.0,6,8
1484313197,2.0,2,1
1484313425,15.0,3,5
1484316628,12.0,6,2
1484320682,63.0,9,7
1484325098,16.0,8,2
1484327523,8.0,8,1
1484330734,7.0,7,1
1484335035,36.0,6,6
1484337962,18.0,9,2
1484340619,30.0,5,6
1484341031,40.0,5,8
1484341114,20.0,4,5
1484343814,32.0,8,4
1484347787,18.0,9,2
1484348852,14.0,2,7
1484349916,15.0,5,3
1484351843,28.0,4,7
1484354592,15.0,5,3
1484358671,18.0,6,3
1484361260,45.0,9,5
1484361563,48.0,6,8
1484362453,42.0,6,7
1484365528,25.0,5,5
1484369781,18.0,3,6
1484372210,5.0,5,1
1484376567,15.0,5,3
1484378354,12.0,4,3
1484380813,4.0,4,1
1484381056,48.0,8,6
1484383688,27.0,3,9
1484383714,18.0,3,6
1484386672,3.0,1,3
1484390862,40.0,8,5
1484392456,40.0,8,5
1484396664,24.0,6,4
1484399630,63.0,9,7
1484402204,40.0,5,8
1484403394,8.0,4,2
1484403570,54.0,9,6
1484403699,6.0,6,1
1484407392,45.0,9,5
1484407847,16.0,4,4
1484409195,6.0,1,6
1484410135,18.0,2,9
1484410886,6.0,1,6
1484413562,36.0,6,6
1484415515,20.0,4,5
1484419391,35.0,7,5
1484421707,8.0,1,8
1484425471,18.0,3,6
1484426856,18.0,6,3
1484429968,54.0,6,9
1484433091,36.0,6,6
1484435637,16.0,8,2
1484437709,24.0,6,4
1484441834,12.0,4,3
1484443921,72.0,8,9
1484445813,36.0,6,6
1484449145,7.0,1,7
1484452532,6.0,3,2
1484456271,6.0,6,1
1484458961,40.0,8,5
1484462725,3.0,1,3
1484463088,12.0,6,2
1484466034,45.0,9,5
1484469355,14.0,2,7
1484469698,63.0,7,9
1484470835,42.0,6,7
1484474460,35.0,5,7
1484478928,35.0,7,5
1484481160,1.0,1,1
1484483158,45.0,9,5
1484487601,6.0,3,2
1484488771,7.0,1,7
1484488797,1.0,1,1
1484489466,56.0,7,8
1484493519,12.0,2,6
1484494907,18.0,3,6
1484495672,4.0,4,1
1484498128,30.0,5,6
1484500901,54.0,9,6
1484502059,14.0,7,2
1484505359,25.0,5,5
1484508288,18.0,2,9
1484512606,40.0,5,8
1484514859,3.0,3,1
1484517096,20.0,4,5
1484520555,1.0,1,1
1484522908,8.0,8,1
1484526807,72.0,8,9
1484527625,21.0,3,7
1484529049,6.0,1,6
1484532790,15.0,5,3
1484534494,32.0,4,8
1484534588,7.0,1,7
1484539064,14.0,7,2
1484543069,45.0,9,5
1484544452,18.0,9,2
1484545845,25.0,5,5
1484548136,64.0,8,8
1484548857,15.0,5,3
1484549915,18.0,9,2
1484552474,40.0,5,8
1484554332,7.0,1,7
1484556836,6.0,3,2
1484559489,9.0,9,1
1484560842,5.0,5,1
1484563455,72.0,9,8
1484566528,40.0,8,5
1484568678,54.0,9,6
1484571099,48.0,8,6
1484573798,18.0,2,9
1484577135,54.0,6,9
1484578366,12.0,4,3
1484582372,27.0,3,9
1484582650,18.0,9,2
1484584594,5.0,1,5
1484586665,6.0,1,6
1484588488,8.0,8,1
1484592250,42.0,6,7
1484593222,15.0,5,3
1484596564,54.0,9,6
1484597002,54.0,9,6
1484600988,48.0,6,8
1484604493,27.0,9,3
1484606579,4.0,2,2
1484608653,42.0,6,7
1484609328,49.0,7,7
1484609584,18.0,3,6
1484611934,6.0,6,1
1484615268,20.0,4,5
1484616234,6.0,6,1
1484620211,10.0,5,2
1484623255,7.0,7,1
1484625496,3.0,3,1
1484627471,30.0,6,5
1484628127,28.0,7,4
1484632475,56.0,8,7
1484633086,36.0,4,9
1484635673,8.0,4,2
1484636815,8.0,8,1
1484639882,14.0,7,2
1484642787,27.0,9,3
1484644484,5.0,1,5
1484648010,5.0,5,1
1484648852,45.0,9,5
1484651176,12.0,3,4
1484652405,21.0,7,3
1484656217,12.0,3,4
1484659747,25.0,5,5
1484662788,15.0,5,3
1484666328,56.0,8,7
1484666697,25.0,5,5
1484671013,7.0,1,7
1484672417,27.0,3,9
1484673582,49.0,7,7
1484674202,12.0,2,6
1484676346,14.0,2,7
1484677787,54.0,9,6
1484681973,63.0,9,7
1484682254,49.0,7,7
1484682763,1.0,1,1
1484684854,64.0,8,8
1484688431,14.0,7,2
1484692170,16.0,4,4
1484693490,72.0,8,9
1484697192,72.0,8,9
1484698309,21.0,7,3
1484699162,20.0,4,5
1484703525,42.0,6,7
1484705463,64.0,8,8
1484708295,15.0,5,3
1484709676,20.0,5,4
1484713371,63.0,7,9
1484717412,36.0,9,4
1484718050,4.0,1,4
1484718136,24.0,6,4
1484720634,45.0,9,5
1484722517,18.0,6,3
1484723332,24.0,8,3
1484725338,64.0,8,8
1484729754,72.0,9,8
1484730502,5.0,5,1
1484734574,2.0,2,1
1484737649,45.0,5,9
1484740510,18.0,3,6
1484743120,24.0,8,3
1484744901,6.0,1,6
1484746885,25.0,5,5
1484749620,18.0,3,6
1484752986,32.0,8,4
1484756976,4.0,4,1
1484757839,63.0,9,7
1484762183,16.0,2,8
1484764736,40.0,8,5
1484767726,35.0,7,5
1484769566,16.0,4,4
1484772373,8.0,8,1
1484776015,64.0,8,8
1484776127,2.0,2,1
1484778115,12.0,6,2
1484781825,5.0,1,5
1484782805,8.0,2,4
1484786770,9.0,3,3
1484786897,10.0,5,2
1484787509,63.0,9,7
1484787625,40.0,8,5
1484787950,28.0,4,7
1484789428,6.0,3,2
1484793623,15.0,5,3
1484795194,24.0,8,3
1484797492,40.0,8,5
1484799349,4.0,4,1
1484799784,9.0,3,3
1484803168,40.0,5,8
1484805183,9.0,1,9
1484808022,24.0,6,4
1484810234,63.0,9,7
1484811223,12.0,4,3
1484813117,27.0,9,3
1484816506,4.0,2,2
1484818335,45.0,5,9
1484822789,35.0,5,7
1484823367,6.0,2,3
1484827120,12.0,2,6
1484831022,36.0,9,4
1484831207,4.0,4,1
1484832815,15.0,3,5
1484836541,18.0,3,6
1484839589,36.0,6,6
1484839877,36.0,9,4
1484841275,27.0,9,3
1484842840,5.0,5,1
1484843315,49.0,7,7
1484847371,48.0,6,8
1484848544,72.0,8,9
1484851113,6.0,6,1
1484854013,4.0,2,2
1484854081,6.0,3,2
1484855343,36.0,9,4
1484857221,72.0,9,8
1484860718,54.0,9,6
1484864414,5.0,1,5
1484867485,27.0,9,3
1484870452,42.0,6,7
1484871176,2.0,1,2
1484871690,3.0,3,1
1484874977,30.0,6,5
1484878649,6.0,2,3
1484879528,20.0,5,4
1484883404,6.0,1,6
1484886118,4.0,2,2
1484890112,8.0,2,4
1484890525,10.0,2,5
1484892962,21.0,3,7
1484895198,48.0,6,8
1484897761,2.0,1,2
1484900718,9.0,3,3
1484901786,9.0,3,3
1484904309,32.0,8,4
1484907147,18.0,9,2
1484910890,1.0,1,1
1484914023,40.0,5,8
1484917327,21.0,7,3
1484920535,56.0,8,7
1484922128,12.0,3,4
1484923744,63.0,9,7
1484926565,12.0,4,3
1484930499,4.0,1,4
1484934298,12.0,2,6
1484937084,1.0,1,1
1484939337,4.0,2,2
1484943138,49.0,7,7
1484946853,56.0,8,7
1484949243,56.0,7,8
1484950001,27.0,3,9
1484951444,45.0,5,9
1484953088,27.0,9,3
1484956871,40.0,5,8
1484958444,35.0,7,5
1484960638,54.0,9,6
1484960741,8.0,2,4
1484961339,81.0,9,9
1484963236,15.0,3,5
1484967054,6.0,3,2
1484968167,6.0,3,2
1484969023,10.0,2,5
1484972829,30.0,6,5
1484975442,9.0,9,1
1484978509,56.0,8,7
1484978765,6.0,1,6
1484983062,56.0,8,7
1484986988,40.0,8,5
1484989151,54.0,9,6
1484992192,5.0,1,5
1484995314,27.0,9,3
1484998116,6.0,1,6
1485001267,14.0,2,7
1485001460,36.0,6,6
1485002267,21.0,7,3
1485003381,6.0,2,3
1485006268,4.0,4,1
1485008089,24.0,6,4
1485011959,5.0,1,5
1485013297,14.0,7,2
1485017098,42.0,6,7
1485020576,8.0,2,4
1485023887,25.0,5,5
1485025492,35.0,7,5
1485027780,4.0,2,2
1485029555,54.0,6,9
1485032229,18.0,6,3
1485036380,14.0,2,7
1485039302,40.0,5,8
1485039759,20.0,4,5
1485040744,15.0,3,5
1485042793,25.0,5,5
1485046181,9.0,3,3
1485047431,56.0,7,8
1485048121,42.0,6,7
1485050707,27.0,9,3
1485054590,63.0,9,7
1485057221,8.0,1,8
1485057879,9.0,9,1
1485060721,35.0,7,5
1485062125,24.0,8,3
1485064688,30.0,5,6
1485067989,8.0,2,4
1485070619,63.0,9,7
1485074450,27.0,3,9
1485077596,4.0,4,1
1485082038,5.0,1,5
1485086113,56.0,7,8
1485088209,63.0,9,7
1485089536,14.0,7,2
1485090950,5.0,5,1
1485091465,7.0,1,7
1485093716,32.0,8,4
1485096364,36.0,6,6
1485098240,5.0,1,5
1485098957,27.0,9,3
1485099060,6.0,3,2
1485099958,6.0,6,1
1485102835,36.0,4,9
1485105340,40.0,5,8
1485106262,49.0,7,7
1485107183,20.0,4,5
1485107268,45.0,5,9
1485107936,40.0,5,8
1485108808,16.0,2,8
1485113013,30.0,6,5
1485114765,40.0,8,5
1485116354,3.0,1,3
1485116986,27.0,3,9
1485118275,49.0,7,7
1485121858,21.0,3,7
1485125272,24.0,6,4
1485126632,36.0,6,6
1485127266,25.0,5,5
1485131607,42.0,7,6
1485132556,8.0,8,1
1485132772,18.0,9,2
1485133083,81.0,9,9
1485135041,4.0,2,2
1485137026,64.0,8,8
1485138313,24.0,6,4
1485138819,21.0,7,3
1485139472,36.0,9,4
1485140195,5.0,1,5
1485142162,48.0,8,6
1485143623,10.0,5,2
1485146447,28.0,7,4
1485146853,21.0,7,3
1485151189,12.0,4,3
1485154941,4.0,1,4
1485158119,10.0,2,5
1485158660,45.0,5,9
1485160576,4.0,1,4
1485161356,40.0,8,5
1485161790,24.0,3,8
1485163372,9.0,1,9
1485164507,9.0,9,1
1485168286,20.0,4,5
1485171456,7.0,1,7
1485174078,6.0,1,6
1485176604,63.0,9,7
1485179204,27.0,9,3
1485179729,27.0,9,3
1485182067,81.0,9,9
1485185515,64.0,8,8
1485186017,63.0,9,7
1485189785,36.0,4,9
1485190044,24.0,4,6
1485190075,3.0,3,1
1485191603,54.0,9,6
1485195966,16.0,4,4
1485197146,24.0,3,8
1485201578,7.0,1,7
1485204066,6.0,1,6
1485204850,54.0,9,6
1485206365,32.0,8,4
1485207821,5.0,5,1
1485209662,45.0,5,9
1485213576,12.0,6,2
1485214326,32.0,8,4
1485217012,21.0,3,7
1485220982,36.0,4,9
1485223896,35.0,5,7
1485228385,28.0,4,7
1485231037,72.0,9,8
1485235245,16.0,2,8
1485235925,14.0,2,7
1485236646,4.0,1,4
1485238577,4.0,1,4
1485241669,15.0,3,5
1485244973,42.0,6,7
1485249347,42.0,6,7
1485252823,7.0,7,1
1485253733,4.0,2,2
1485255088,8.0,8,1
1485258123,42.0,6,7
1485259137,9.0,3,3
1485263085,63.0,9,7
1485266164,12.0,3,4
1485268363,2.0,2,1
1485268916,18.0,6,3
1485273099,72.0,8,9
1485276225,45.0,9,5
1485278123,16.0,4,4
1485278848,16.0,4,4
1485278971,21.0,7,3
1485280658,6.0,3,2
1485281215,8.0,2,4
1485284722,15.0,3,5
1485285634,2.0,1,2
1485286771,6.0,6,1
1485288535,16.0,8,2
1485291275,63.0,7,9
1485295523,30.0,6,5
1485299474,14.0,7,2
1485299586,12.0,2,6
1485300545,24.0,6,4
1485303838,42.0,7,6
1485307090,32.0,4,8
1485309388,5.0,5,1
1485309769,18.0,3,6
1485310381,8.0,8,1
1485311819,40.0,5,8
1485312545,14.0,7,2
1485316191,9.0,3,3
1485317002,14.0,2,7
1485319777,5.0,1,5
1485323377,14.0,2,7
1485324134,9.0,9,1
1485324951,15.0,3,5
1485325149,35.0,7,5
1485327925,10.0,2,5
1485328014,7.0,1,7
1485332011,12.0,6,2
1485334313,21.0,3,7
1485337805,21.0,7,3
